culture,typeOfEntity,authorizedFormOfName,functions,sources,subjectAccessPoints,placeAccessPoints,places,history,digitalObjectURI
en,Person,Shahzia Sikander,Spring 2001 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/shahzia-sikander,IAIR Spring 2001,New York,"New York, New York, USA","Shahzia Sikander was born in Lahore, Pakistan in 1969. She received her B.F.A. from the National College of Arts, Lahore and an M.F.A. from the Rhode Island School of Design. After participating in the CORE Program of the Glassell School of Art at the Museum of Fine Arts in Houston, TX, her work was included in the 1997 Whitney Biennial. Solo exhibitions of her work have been held at Deitch Projects, New York, NY (1997), The Renaissance Society at the University of Chicago, IL (1998); The Kemper Museum of Contemporary Art, Kansas City, MO (1998); the Hirshhorn Museum and Sculpture Garden, Washington, DC (1999); Whitney Museum of American Art at Philip Morris, New York, NY (2000). Group exhibitions include Out of India: Contemporary Art of the South Asian Diaspora at the Queens Museum of Art, Flushing, NY; Pop Surrealism at the Aldrich Museum, Ridgefield, CT (1999); Negotiating Small Truths at the Blanton Museum of Art, University of Texas at Austin, TX (1999); and The American Century: Art & Culture 1900-2000 at the Whitney Museum of American Art, New York, NY (2000). In 1997 she was awarded a Louis Comfort Tiffany Award and is currently a finalist for the National Gallery of Canada’s Millenium Prize.
Shahzia Sikander reflects the complexities of cultural identity and gender in her work. Her drawings and site-specific installations experiment with the highly stylized and image-oriented genre of Indian and Persian miniature painting.",https://artpace.org/wp-content/uploads/Sikander-painting-in-progress-2_crop1-470x470.jpg
en,Person,Tony Villejo,Spring 2001 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/tony-villejo,IAIR Spring 2001,San Antonio,"San Antonio, Texas, USA","Tony Villejo was born in 1953 in San Antonio, TX where he lives and works. He studied fine art with Mel Casas at San Antonio College. Villejo has worked in the theater and entertainment industry for nearly two decades, building parade floats, creating retail displays, and designing theater sets for stage productions throughout Texas, as well as in Mexico City and New York. He has exhibited his paintings in San Antonio, TX at Centro Cultural Aztlan (1999); Blue Star Art Space (1998); Plaza Guadalupe (1995); Martin-Rathburn Gallery (1995); the San Antonio Museum of Art (1987), Carver Cultural Center (1985); Shawn-Davenport Gallery (1980); and the McNay Art Museum (1979).
Tony Villejo’s work transforms everyday images and stories into dynamic sculptural ensembles. A background in painting and theater design informs his installation of colorful, large-scale figures, notable for their craft and allegorical references.",https://artpace.org/wp-content/uploads/TV-working-@-AP_crop.jpg
en,Person,Kellie Jones,"Spring 2001 International Artist-in-Residence Program Panelist
Associate Professor in Art History and Archaeology, Columbia University, New York, NY
Winter 2000 International Artist-in-Residence Program Panelist
Summer 2000 International Artist-in-Residence Program Panelist
Spring 2000 International Artist-in-Residence Program Panelist
Winter 1999 International Artist-in-Residence Program Panelist
Summer 1999 International Artist-in-Residence Program Panelist
Spring 1999 International Artist-in-Residence Program Panelist",https://www.artpace.org/artists_and_curators/kellie-jones,IAIR Spring 2001|IAIR Winter 2000|IAIR Summer 2000|IAIR Spring 2000|IAIR Winter 1999|IAIR Summer 1999|IAIR Spring 1999,,,,
en,Person,Amada Cruz,"Spring 2001 International Artist-in-Residence Program Panelist
Director, Phoenix Art Museum
Winter 2000 International Artist-in-Residence Program Panelist
Summer 2000 International Artist-in-Residence Program Panelist
Spring 2000 International Artist-in-Residence Program Panelist
Winter 1999 International Artist-in-Residence Program Panelist
Summer 1999 International Artist-in-Residence Program Panelist
Spring 1999 International Artist-in-Residence Program Panelist",https://www.artpace.org/artists_and_curators/amada-cruz,IAIR Spring 2001|IAIR Winter 2000|IAIR Summer 2000|IAIR Spring 2000|IAIR Winter 1999|IAIR Summer 1999|IAIR Spring 1999,,,,
en,Person,Annette DiMeo Carlozzi,"Spring 2001 International Artist-in-Residence Program Panelist
Former Curator at Large, Blanton Museum of Art, Austin, TX
Winter 2000 International Artist-in-Residence Program Panelist
Summer 2000 International Artist-in-Residence Program Panelist
Spring 2000 International Artist-in-Residence Program Panelist
Winter 1999 International Artist-in-Residence Program Panelist
Summer 1999 International Artist-in-Residence Program Panelist
Spring 1999 International Artist-in-Residence Program Panelist",https://www.artpace.org/artists_and_curators/annette-dimeo-carlozzi,IAIR Spring 2001|IAIR Winter 2000|IAIR Summer 2000|IAIR Spring 2000|IAIR Winter 1999|IAIR Summer 1999|IAIR Spring 1999,,,,
en,Person,Nancy Rubins,"Spring 2001 International Artist-in-Residence Program Panelist
Artist
Winter 2000 International Artist-in-Residence Program Panelist
Summer 2000 International Artist-in-Residence Program Panelist
Spring 2000 International Artist-in-Residence Program Panelist
Winter 1999 International Artist-in-Residence Program Panelist
Summer 1999 International Artist-in-Residence Program Panelist
Spring 1999 International Artist-in-Residence Program Panelist
Spring 1997 International Artist-in-Residence (National)",https://www.artpace.org/artists_and_curators/nancy-rubins,IAIR Spring 2001|IAIR Winter 2000|IAIR Summer 2000|IAIR Spring 2000|IAIR Winter 1999|IAIR Summer 1999|IAIR Spring 1999|IAIR Spring 1997,Topanga,,"Born in 1952 in Naples, Texas, Californian Nancy Rubins received her MFA from the University of California, Davis. She has had numerous solo exhibitions, including shows at Paul Kasmin Gallery, The Museum of Modern Art, New York, and the Venice Biennale Aperto. Rubins’ work was included in the 1995 Whitney Biennial and the Museum of Contemporary Art, Los Angeles’ Helter Skelter exhibit in 1992. Rubins teaches at the University of California, Los Angeles’ Art Department. She has received grants from the Rockefeller Foundation, the Tiffany Foundation, and the National Endowment for the Arts.",https://artpace.org/wp-content/uploads/NRubins_crop-470x470.jpg
en,Person,Yutaka Sone,Winter 2000 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/yutaka-sone,IAIR Winter 2000,Tokyo,"Tokyo, Japan","Yutaka Sone was born in 1965 in Shizuoka, Japan and currently lives in Tokyo and Los Angeles. He holds a B.F.A. and an M.A. in architecture from Tokyo Geijutsu University. Sone has exhibited his work throughout Asia, including solo exhibitions at the Art Tower Mito, Mito, Japan (1993); Roesntgen Kunst Institute, Tokyo, Japan (1995); Mitaka City Arts Foundation, Japan (1996); Hiroshima Contemporary Art Museum, Japan (1997); Shiseido Art House, Kakegawa, Japan (1998); AARA, Bangkok, Thailand (1998); and Sogestu Art Museum, Tokyo, Japan (1999). He participated in 1997’s Sculpture Project Munster, the travelling exhibition Cities on the Move(originating at Wiener Secession, Vienna, Austria in 1997); Unfinished History at the Walker Arts Center, Minneapolis (1998); and EXPO 2000, Hanover, Germany (2000). The Public Art Fund in New York has commissioned a major project that will open in 2001. His ArtPace project is his first institutional solo exhibition in the U.S.
Yutaka Sone takes elements of American culture and pushes them to the extreme with humor and immediacy. Through video, installation and drawings, he transforms everyday events into spectacle.
Yutaka Sone was chosen for his ArtPace residency by the March 1998 panel consisting of Dan Cameron, Annette DiMeo Carlozzi, Amada Cruz, Kellie Jones, Hans-Ulrich Obrist, and Nancy Rubins.",https://artpace.org/wp-content/uploads/YSone_IAIR_proc_RR_005_crop-470x470.jpg
en,Person,Jason Rhoades,Winter 2000 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/jason-rhoades,IAIR Winter 2000,Los Angeles,"Los Angeles, California, USA","Jason Rhoades was born in 1965 in Newcastle, CA and died in 2006.  He held a B.F.A. from the San Francisco Art Institute, and an M.F.A. from the University of Cailfornia, Los Angeles. His work has been exhibited extensively throughout Europe and the U.S., including solo shows at the Kunsthalle Basel (1996); Van Abbemuseum, The Netherlands (1998); Kunsthalle Nürnberg, Germany (1998); Deichtorhallen Hamburg, Germany (1999); and Castello di Rivoli, Italy (1999). In 1999 he collaborated with Peter Bonde for the Danish Pavillion at the Venice Biennale; and was included in the 1997 Venice Biennale, the 1995 and 1997 Whitney Biennials, and the 1997 Lyon Biennial. His work was also included in the exhibition Sunshine & Noir: Art in Los Angeles 1960-1997, organized by the Louisiana Museum of Modern Art in Denmark. His work will be included in the Museum of Contemporary Art, Los Angeles’ exhibition Public Offering in early 2001.
Jason Rhoades’ haphazard and chaotic installations mark the gray area between art and evidence. Found materials including building supplies, automobiles and debris are arranged into a precarious landscape of consumer culture.
Jason Rhoades was selected for his ArtPace residency by the March 1998 panel consisting of Dan Cameron, Annette DiMeo Carlozzi, Amada Cruz, Kellie Jones, Hans-Ulrich Obrist, and Nancy Rubins.",https://artpace.org/wp-content/uploads/JRhoades_IAIR_proc_009_crop-470x470.jpg
en,Person,John Hernandez,"Winter 2000 International Artist-in-Residence (Texas)
Summer 2018 Hudson Showroom Exhibitor",https://www.artpace.org/artists_and_curators/john-hernandez,IAIR Winter 2000|HSR Summer 2018,San Antonio,"San Antonio, Texas, USA","John Hernandez was born in 1952 in San Antonio, where he currently lives and works. He received his M.F.A. from the University of North Texas, Denton, after studying at Our Lady of the Lake University in San Antonio. The recipient of fellowships from the National Endowment for the Arts (1989) and the Mid-America Arts Alliance (1988), he has exhibited his work throughout Texas, the U.S., and Europe. Solo exhibitions include DW Gallery, Dallas (1983, 1985, 1988); Moody Gallery, Houston (1984, 1985, 1987, 1992); Plus-Kern Gallery, Brussels (1989); Dallas Museum of Art (1992); Tyler Museum of Art, Tyler, TX (1994); Otto Schweins Gallery, Koln, Germany (1994); Blue Star Art Space, San Antonio (1996); Sculpture Center, New York (1998, with Kaleta Doolin); Dallas Visual Art Center (1998) and Sala Diaz, San Antonio (1999). In 1988, his work was included in Contemporary Art From Texas at the Groninger Museum, The Netherlands.
Drawing on popular culture, John Hernandez’s paintings and sculptures seem caught in a psychedelic moment. His dynamic polychrome forms confront the viewer with familiar yet fragmented forms: a virus, a cartoon figure, a carnival.",https://artpace.org/wp-content/uploads/JHernandez_IAIR_proc_004_crop-470x470.jpg
en,Person,Yiso Bahc,Fall 2000 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/yiso-bahc,IAIR Fall 2000,Seoul,"Seoul, South Korea","Yiso Bahc (1957-2004) was born in Busan, Korea, and lived and worked in Seoul. He held a B.F.A. in painting from Hong-ik University in Seoul, and an M.F.A. from Pratt Institute, New York. Also known as MoBahc, his work is exhibited throughout Asia and the Americas, including solo shows at the Kumho Museum of Art, Seoul (1995) and the Bronx Museum, New York (1990). His work was included in the 1998 Taipei Biennial, the 1997 Kwang-ju Biennial and the 1994 Havana Biennial. His work was also included in the exhibition Defrost at the Sonje Museum of Contemporary Art in 1998. In 2001 he participated in the Yokohama Triennial.
Through architectural installation and sculpture, Yiso Bahc was interested in quietly disturbing our perceptions and judgements. With subtle imagery and spatial manipulation, his work questions the complexities of culture and nature, public and private, virtual and real.",https://artpace.org/wp-content/uploads/YBahc_IAIR_proc_008_crop-470x470.jpg
